id,assetCode,name,productType,introduce,picture,ctId,ctName,shelfTime,price,tags,tagsStr,sceneCode,sceneName,create_time,priceRegList,industryZone,dataType,industryCode,industryStr,siteCode,siteStr,productTypeDesc,priceDesc,updateFrequency,startTime,endTime,sourceText,picture_url
1818217721162813440,0022010205PS100804,高速公路路况信息,dataSet,通过接口向对端推送吉林省高速公路道路阻断相关信息，包括收费站开关信息、道路维修、占道等阻断信息。支持API接口形式推送数据。,exchange-data-file/微信图片_20240506143847.png,1813467677302382594,吉林省高速公路集团有限公司,2025-02-25 15:57:39,150000.0,04,车辆交通,,交通,,,,,05,交通,00,河南省,,,DAY,2023-07-01,,经营生产,https://market.zzbdex.com/exchange-data-file/微信图片_20240506143847.png
1872545952911941632,0041130318PS101321,南阳市商贸交易集采平台供应商数据集,dataSet,南阳市商贸交易集采平台供应商数据集主要基于南阳商祺数贸科技有限公司的“祺采-区块链智能招采平台”自行产生的数据，经过数据清洗、格式转化、链路加工等一系列过程，在保证数据隐私安全及合法合规的基础上，生成南阳市商贸交易集采平台供应商数据集，可为招投标代理机构、金融机构、企业信用服务平台、企业咨询服务机构等部门提供数据服务。,,1856511513200877570,南阳商祺数贸科技有限公司,2024-12-27 17:27:55,100000.0,01,企业信息,,企服,,,,,18,企服,00,河南省,,,WEEK,2024-03-12,,"授权采集,经营生产",
1864847727481462784,0041050205PS101248,安阳中心城区公共停车场泊位数据集,dataSet,安阳中心城区公共停车场泊位数据集主要包含停车场名称、所属区域、详细地址、精确位置、总车位数、剩余车位数、充电总车位数、营业时间以及收费规则等字段，可为地图导航企业、公共停车场、城市交通规划等部门提供数据服务。,exchange-data-file/2024/12/06/20241206162814A060_logo1.jpg,1854359386605101058,河南安兴停车管理有限公司,2024-12-06 16:36:58,6000.0,04,车辆交通,,交通,,,,,05,交通,00,河南省,,,DAY,2021-11-25,2024-12-04,"经营生产,授权采集",https://market.zzbdex.com/exchange-data-file/2024/12/06/20241206162814A060_logo1.jpg
1838862603313180672,0014010599PI100979,大学商圈餐饮交易分析,dataApi,本产品提供指定商圈餐饮商户的日均交易金额、交易订单量、客单价、注册人数、充值人数等数据，为分析商圈餐饮商户及其他商户的消费状况及其变化趋势提供监测、预警的数据支持。,exchange-data-api/2024/11/21/20241121114549A025_LOGO1：1.png,1838123108259831810,山西浩宜通科技有限公司,2024-11-25 09:53:13,10000.0,"27,26,99","客群洞察,商业洞察,其他",,零售,,[],,,99,其他,23,山西省,,起,MONTH,2022-04-01,,经营生产,https://market.zzbdex.com/exchange-data-api/2024/11/21/20241121114549A025_LOGO1：1.png
1791132882927382528,0041010208PA016113,互联网内容规范审校平台,dataApp,"互联网内容规范审校平台(大河认真-1S)，由大河网数字科技有限公司和中国科学院软件研究所联合成立的新闻数据与政务数据联合实验室，依托大数据、人工智能(AI)、自然语言处理技术(NLP)自主研发的文本自动查错与智能纠错审校平台。
平台通过深度学习，可以对官方网站、官方新媒体和报刊杂志书籍、各类公文(文件、通知、材料)、宣传材料(宣传稿、讲话稿、广告等)的电子版、DOC、DOCX、PDF、TXT等几十种文本，以在线审校和API接口调用的方式，进行全面校验，有效识别文字类错误、固定表述错误、常识性错误、敏感类错误等，大大提高了人工审校效率，提高了精准度，确保内容生产安全。",exchange-data-app/2024/08/22/20240822091758A024_审校.jpg,1782244072950521857,河南大河网数字科技有限公司,2024-08-22 17:45:24,10000.0,"01,10,23,99","企业信息,其他",,"三农,制造,金融,住建,交通,文旅,时空,政务,零售,医疗,通信,能源,环保,信用,企服,综合,教育",,,,公共数据,08,政务,17,政务,,,MONTH,2011-12-31,,经营生产,https://market.zzbdex.com/exchange-data-app/2024/08/22/20240822091758A024_审校.jpg
1811653887009607680,0041018412PS100780,中牟县工商业分布式光伏电站运营数据,dataSet,本数据包含光伏电站的BIM三维模型（建筑主体+光伏设备），以及集细致记录了工商业分布式光伏电站的运营状况，包括装机容量、发电监控数据、智慧化管理运维信息及经济效益等多个维度。通过先进的数字孪生能源管理平台，实现了数据的实时采集、处理与分析。平台集成了物联网、云计算、大数据技术，确保了数据的准确性与合法性。,,1761954837211308034,云图数据科技（郑州）有限公司,2024-07-12 15:13:23,50000.0,"11,07","电力能源,电子商务",,,,,,,12,能源,13,文博,,,MONTH,2023-12-27,,授权采集,
1740639103780302848,0041010508PI011283,居住证多要素核验,dataApi,对提供的姓名、身份证号码、现地址、有效期、签发机关等信息与居住证信息进行比对，判断提供的信息是否与居住证匹配,,1640182617494241282,崇蒙科技（郑州）有限公司,2024-07-09 16:01:58,1200.0,03,个人信息,,"金融,住建,交通,文旅,政务,零售,医疗,通信,信用,企服,综合,教育",,"[{'id': '1740641203900653570', 'assetsId': '1740639103780302848', 'type': 3, 'size': 1000, 'price': 1200.0, 'sort': None}]",,公共数据,08,政务,17,政务,,起,DAY,2016-12-31,,授权采集,
1773230666849816576,0011010503PI015549,邦秒配,dataApi,"基于羽乐科技陌电标识能力，具备上亿个标记数据，日更新量达数千万，可输出各类号码标签信息。
优势：
1、数据维度：全⾯丰富，覆盖⾯广；
2、标签定义：分类明确，可解释性强；
3、1.1亿商企、1.5亿个黄页电话号码；
4、超过50亿总数据量。",,1749271896853237761,北京羽乐创新科技有限公司,2024-07-09 15:58:22,0.2,"01,03,99","企业信息,个人信息,其他",,金融,,[],,公共数据,03,金融,15,金融,,/次,WEEK,2022-01-01,,"经营生产,授权采集",
1771011340525809664,0041010599PA015361,财金先生,dataApp,河南企业家大数据平台--财金先生APP，是河南日报社旗下智慧财经全媒体--大河财立方自主研发的企业家数智服务平台。该平台以河南财经大数据为总依托，依靠党媒底蕴、数据支撑、技术优势和独特模型，为河南广大企业家提供全天候、可交互、打通公私域、链接投融货的新型智媒服务与场景。,exchange-data-app/2024/07/02/20240702123128A016_ee8e252fb14ac61117beb83bf0f0195.png,1749711638803701762,河南大河财立方数字科技有限公司,2024-07-02 12:33:20,200000.0,"01,99","企业信息,其他",,"三农,制造,金融,住建,交通,文旅,时空,政务,零售,医疗,通信,能源,环保,信用,企服,综合,教育",,,,公共数据,99,其他,00,河南省,,,DAY,2023-05-01,,授权采集,https://market.zzbdex.com/exchange-data-app/2024/07/02/20240702123128A016_ee8e252fb14ac61117beb83bf0f0195.png
1777953149049999360,1144030518PI016038,ESG企业评估报告,dataApi,建立ESG指标体系和ESG评级模型，进一步向资管机构、信贷客户推广ESG投资理念，从环境保护、社会责任、公司治理三个维度的基础上完成评估,exchange-data-api/2024/04/10/20240410152500A001_优钱logo.jpg,1718175800714579969,深圳优钱信息技术有限公司,2024-04-11 10:53:42,1000.0,"01,10,99","企业信息,其他",,"金融,能源,环保,信用,企服,综合",,[],,公共数据,18,企服,11,双碳,,/次,NO,2024-04-02,,授权采集,https://market.zzbdex.com/exchange-data-api/2024/04/10/20240410152500A001_优钱logo.jpg
1772102038645788672,0041010504PA015261,建筑云查询系统,dataApp,建筑云 - 中国建筑行业“万能查询王” | 查企业，查招采，查工程项目，查金融机构……12个查询系统、100+种查询维度，快速、准确、全面，业内更专业的查询工具，一个账号，一款工具，一键搞定！,exchange-data-app/2024/03/25/20240325163021A003_微信图片_20240325162824.png,1734452480537976833,河南联融供应链科技有限公司,2024-03-27 09:30:22,150000.0,"07,10,01","电子商务,企业信息",,住建,,,,公共数据,04,住建,00,河南省,,,NO,2016-08-01,,"经营生产,授权采集",https://market.zzbdex.com/exchange-data-app/2024/03/25/20240325163021A003_微信图片_20240325162824.png
1752568328924696576,1144030403PI015237,绿色主体数据库,dataApi,绿色主体数据库是根据工业和信息化部公布的6年多以来的绿色工厂、绿色供应链、绿色园区等绿色主体相关的数据，结合我们的理解和梳理归纳形成的绿色主体数据库。该数据库与官方平台保持同步，通过API接口可获取最新的数据。可减少数据需求方/使用方收集数据、处理数据的工作量，无需担心数据更新不及时而影响业务。,exchange-data-api/2024/03/13/20240313111133A211_郑数所-绿色主体数据库.jpg,1703952680151572482,中碳绿信科技（深圳）有限公司,2024-03-14 15:51:56,50000.0,"01,10",企业信息,,"金融,政务,企服",,"[{'id': '1767750316838305793', 'assetsId': '1752568328924696576', 'type': 2, 'size': 4, 'price': 50000.0, 'sort': None}]",,公共数据,03,金融,11,双碳,,起,NO,2017-01-01,,"经营生产,授权采集",https://market.zzbdex.com/exchange-data-api/2024/03/13/20240313111133A211_郑数所-绿色主体数据库.jpg
1752529729945776128,0041100205PR015357,新能源汽车交通流量和停车需求分析,dataSet,许昌智慧停车管理系统，旨在提高停车场的效率、减少停车难题，并提供更好的用户体验。同时，通过对采集数据的处理和分析，包括对停车位的占用情况、停车时间的统计、停车需求的预测等，更合理地规划市区车位分布、优化城市交通。利用无线通信技术、GIS技术、GPS技术等物联网技术，实现对停车位资源的实时更新、查询和管理，实现车主便利、停车场效率提升和城市管理便利的三方最优化。,,1750069812702404609,许昌市智慧停车经营管理有限公司,2024-01-31 11:23:51,7000.0,04,车辆交通,,交通,,,,公共数据,05,交通,05,物流,,,DAY,2024-01-01,,"经营生产,授权采集",
1739858674756268032,0011010820PA014619,研学平台,dataApp,《知网研学平台》是在提供传统文献服务的基础上，以云服务的模式，提供集中外文献检索、文献管理、文献阅读、笔记整理、论文写作、个人知识管理等功能为一体的个人探究式学习平台。平台提供网页版、桌面端（原E-Study，Windows和Mac）、移动端（iOS和安卓），多端数据云同步，满足学习者在不同场景下的学习需求。,exchange-data-app/2023/12/28/20231228110856A151_图片1.png,1689938856884994049,同方知网数字出版技术股份有限公司,2024-01-22 11:23:47,1500.0,"23,99",其他,,"三农,制造,金融,交通,文旅,时空,政务,医疗,通信,能源,环保,企服,综合,教育",,,,公共数据,20,教育,06,教育,,,DAY,1915-01-01,,授权采集,https://market.zzbdex.com/exchange-data-app/2023/12/28/20231228110856A151_图片1.png
1746783821979365376,0041010503PI015283,企业土地使用权信息查询,dataApi,实现对企业土地使用权信息的检索和获取，满足银行、担保公司等金融机构用户直接查询企业具有的土地使用权信息及土地价值信息。,exchange-data-api/2024/01/15/20240115145918A186_河南数据集团VI-1-3.jpg,1744539628318412802,河南数据集团有限公司,2024-01-17 10:05:40,50000.0,01,企业信息,,金融,,"[{'id': '1746792635558477825', 'assetsId': '1746783821979365376', 'type': 2, 'size': 4, 'price': 50000.0, 'sort': None}]",,公共数据,03,金融,15,金融,,起,WEEK,2021-09-02,,授权采集,https://market.zzbdex.com/exchange-data-api/2024/01/15/20240115145918A186_河南数据集团VI-1-3.jpg
1730470887626903552,0341010001PS015066,2022年河南省冬小麦种植分布图,dataSet,本数据产品为2022年河南省冬小麦种植分布图(分辨率10m）。以哨兵2 号卫星遥感影像为主要数据源，采用随机森林分类法提取研究区的小麦种植面积信息，并结合样本数据进行验证，总体分类精度达92%。,exchange-data-file/2023/12/01/20231201141748A012_2022年冬小麦分布.jpg,1639071694436044801,中科光启空间信息技术有限公司,2023-12-01 14:19:01,88000.0,"08,14,22",遥感信息,,"三农,政务,能源,环保,综合",,,,公共数据,01,三农,00,河南省,,,NO,2022-08-20,2022-12-30,授权采集,https://market.zzbdex.com/exchange-data-file/2023/12/01/20231201141748A012_2022年冬小麦分布.jpg
1720255127324635136,0032011411PA014826,OceanMind海睿思审计档案知识库系统,dataApp,"审计档案知识库基于中新赛克特有的算子微服务架构，能够通过无编程的方式快速完成海量结构化、半结构和非结构化数据的治理与挖掘应用。整体平台包括数据服务层（DAAS）和业务应用层（SAAS），数据服务层包括数据汇聚、数据接入、数据处理、数据资产、数据管理、数据安全、文本挖掘引擎、图分析引擎、知识图谱引擎和用户中心引擎等模块，业务应用层包括智能搜索、被审计对象智能搜索、审计问题智能搜索、审计项目智能搜索、法规依据智能搜索和关系网挖掘等模块。
审计档案知识库取代传统档案数据利用方式，为不同层级、不同角色的审计人员提供个性化的审计档案数据利用，帮助审计人员精准、高效、全方位获取查找目标，快速完成各种内外部数据的治理、分析和挖掘，助力客户实现数据治理智能化、数据标准规范化、数据资产目录化、资产监控可视化、质量监控常态化、数据共享服务化，极大释放审计档案中蕴藏的数据价值。",exchange-data-app/2023/11/24/20231124102550A003_sinovatio.png,1701147097870524417,南京中新赛克科技有限责任公司,2023-11-28 17:34:15,514000.0,"01,10",企业信息,,"三农,制造,金融,住建,交通,文旅,时空,政务,零售,医疗,通信,能源,环保,信用,企服,综合,教育",,,,公共数据,11,通信,06,教育,,,NO,2023-10-26,,经营生产,https://market.zzbdex.com/exchange-data-app/2023/11/24/20231124102550A003_sinovatio.png
1713741451000209408,0041010510PA014750,全景软件,dataApp,全景软件价值在于帮助企业和机构提升整个信息体系的整体运行效能， 从技术上讲，可具体描述为以下三项赋能。一、实现对企业和机构所有已建或在建业务系统的软件性能质量评估与评分。二、对整个信息体系内各种突发的业务缓慢或业务失效事件具备 AI 早期预警能力。三、对整体信息体系内各种突发的业务缓慢或业务失效事件具备瞬时 AI 诊断能力。,exchange-data-app/2023/10/16/20231016104620A050_03立屏展架-极简智能.jpg,1702521775503597569,极简智能(郑州)数据科技有限公司,2023-10-16 11:01:49,5000.0,10,,,"制造,金融,政务,医疗,通信,企服",,,,公共数据,10,医疗,16,城市治理,,,NO,2019-02-01,,经营生产,https://market.zzbdex.com/exchange-data-app/2023/10/16/20231016104620A050_03立屏展架-极简智能.jpg
1699334463708233728,0011010813PA014564,Caas（碳即服务）系统,dataApp,中财数碳CaaS系统，由中财数碳（北京）科技有限公司研发，是一款先进的碳资产量化管理服务平台。本系统涵盖五大核心功能：全球碳市场行情、资产分析、资产管理、交易管理和期权计算，为投资者提供了一个全方位的碳交易信息平台。无论您是地方政府、企业业主还是投资机构，CaaS系统都能助您高效、准确地进行碳资产量化管理。,exchange-data-app/2023/09/07/20230907095006A026_4.png,1694180855972519937,中财数碳(北京)科技有限公司,2023-09-07 11:34:19,150000.0,"10,11,04,99","电力能源,车辆交通,其他",,"交通,能源,环保,企服",,,,公共数据,13,环保,11,双碳,,,DAY,2021-07-16,,授权采集,https://market.zzbdex.com/exchange-data-app/2023/09/07/20230907095006A026_4.png
1693525741875703808,0041010508PA014038,基层智慧治理云平台,dataApp,"基层治理是国家治理的基石，统筹推进城乡社区治理，是实现国家治理体系和治理能力现代化的基础工程。健全基层党组织领导的基层群众自治机制，加强基层组织建设，完善网格化管理、精细化服务、信息化支撑的基层治理平台，健全城乡社区治理体系，为人民群众提供家门口的优质服务和精细管理。
本平台，创新运用“五治融合”理念，把辖区划分成若干个管理网格，通过采集基础数据和地理空间信息，把人、地等基础数据纳入网格中进行管理，从而提升基层治理精细化、科学化水平。通过移动端公众应用，畅通民意渠道，及时反映社情民意，可及早预防和化解影响社会和谐稳定的因素，提升群众的幸福感和满意度。通过平台可快速响应和处置社会问题，规范社会治理流程，提高行政效能，强化干部队伍素质和作风建设。为助力党委政府构建，党建引领、多元参与的共建共治共享的基层社会治理新格局贡献力量。",exchange-data-app/2023/08/21/20230821162004A013_1692605454744.png,1689102868210147329,河南伟森科技有限公司,2023-08-23 09:39:29,100000.0,"01,10,14,22,99","企业信息,遥感信息,其他",,"政务,环保,企服,综合",,,,公共数据,08,政务,17,政务,,,NO,2023-06-30,,经营生产,https://market.zzbdex.com/exchange-data-app/2023/08/21/20230821162004A013_1692605454744.png
1681959325976371200,0041010218PA011335,电易云-智慧电力物联网,dataApp,智慧电力运维是以提高用户侧电力运行安全，降低运维成本为目标；采用智能化运维管理工具—“电易云”，帮助企业建立智慧电力运维模式、能耗管理及智慧用电的信息化数字化平台，实现设备运行的数字化在线监控与线下维护处理的有机融合，促进运维服务质量的提升，同时降低运维成本。,exchange-data-app/2023/08/04/20230804102807A077_电力.png,1672896018490032129,河南力安测控科技有限公司,2023-08-11 15:03:24,0.0,10,,,"制造,金融,住建,交通,文旅,政务,零售,医疗,能源,教育",,,,公共数据,18,企服,16,城市治理,,,DAY,2019-06-01,,经营生产,https://market.zzbdex.com/exchange-data-app/2023/08/04/20230804102807A077_电力.png
1685834063966576640,0052011516PR011361,招标采购行业企业征信报告,dataSet,"可用于招标采购行业评标过程中信用评分、标后定标使用
",,1673141746089033730,圣辉征信有限公司,2023-07-31 14:46:33,800.0,01,企业信息,,信用,,,,公共数据,16,信用,15,金融,,,NO,2020-07-11,,授权采集,
1679332471482228736,0031011518PI011127,银行卡四要素核验,dataApi,银行卡四要素核验产品主要用来验证持卡人银行卡卡号、身份证号码、姓名、手机号的一致性，验证银行卡信息的真伪性，帮助业务有效进行风控决策,exchange-data-api/2023/07/13/20230713113657A026_中文加logo.png,1658391159464210434,上海点微网络科技有限公司,2023-07-17 17:24:38,230.0,16,,,"金融,企服",,"[{'id': '1679334068518084609', 'assetsId': '1679332471482228736', 'type': 3, 'size': 1000, 'price': 230.0, 'sort': None}]",,公共数据,18,企服,15,金融,,起,DAY,2023-06-16,,授权采集,https://market.zzbdex.com/exchange-data-api/2023/07/13/20230713113657A026_中文加logo.png
1678585283079663616,0741010804PR011319,2021河南省城市活力大数据报告,dataSet,《河南省城市活力大数据报告（2021年度）》是由河南省城乡规划设计研究总院股份有限公司主要编写发布，是河南省国土空间规划智库成果之一。本报告通过多源大数据分析技术客观反映河南省城市活力状况，将城市活力的评价设定为自然（生态宜居）、人口（活力本源）、经济（竞争力）、”实”空间（承载力）、“虚”空间（元宇宙）、文化特色（底蕴）六个界域，分别选取了一些指标，对河南省十八个地级市进行了相应的评价。以供相关政府部门、公众、媒体、科研机构、高等院校等参考。,exchange-data-report/2023/07/11/20230711100708A024_活力报告主图.png,1668463894471102466,河南省城乡规划设计研究总院股份有限公司,2023-07-11 10:08:15,1000.0,"10,14,22,99","遥感信息,其他",,"住建,交通,文旅,时空,综合",,,,公共数据,04,住建,00,河南省,,,NO,2021-01-01,2021-12-31,经营生产,https://market.zzbdex.com/exchange-data-report/2023/07/11/20230711100708A024_活力报告主图.png
1674715099660165120,0011010818PI011108,企业商情和市场洞察,dataApi,"
通过招中标大数据致力解决传统B2B营销中获取线索难、拓展渠道难、商机转化难的业务目标，提供最及时、最准确、最全面的商机信息，帮助企业拓宽业务渠道、把握商机；通过对市场采购需求的深度解析，洞察未来市场发展趋势，提前布局、制定未来营销策略。",exchange-data-api/2023/07/10/20230710153918A023_千里马logo文件.png,1661268983674007553,北京千里马网信科技有限公司,2023-07-10 16:02:34,10000.0,99,其他,,"三农,制造,金融,住建,交通,文旅,时空,政务,零售,医疗,通信,能源,环保,信用,企服,综合,教育",,"[{'id': '1678307898253914113', 'assetsId': '1674715099660165120', 'type': 3, 'size': 10000, 'price': 10000.0, 'sort': None}]",,公共数据,18,企服,18,企服,,起,DAY,2012-01-01,,授权采集,https://market.zzbdex.com/exchange-data-api/2023/07/10/20230710153918A023_千里马logo文件.png
1671354415358550016,0041010213PA011079,生态环境无人机智能巡检智慧调度系统,dataApp,"生态环境无人机智能调度系统通过“无人机+5G+大数据”等高新技术手段，利用5G传输技术，有助于打造全方位、立体式、无缝隙的监管执法体系。
该系统基于生态环境信息智能化采集、无人机智能巡检、环境问题交办和问题处理的管理体系。实时环境监管，形成问题识别、任务派发、指挥调度、处置跟踪、绩效考核的全闭环管理。
该系统以生态环境应用为牵引，以无人机智能巡检为抓手，系统推进污染防治、生态保护，形成“政府统领、企业施治、市场驱动、公众参与”的污染防治新机制。",exchange-data-app/2023/06/21/20230621113335A001_微信图片_20230621112953.png,1666012015724056578,鑫诚数智信息科技（郑州）有限公司,2023-06-27 11:17:25,300000.0,"22,10,14",遥感信息,,环保,,,,公共数据,13,环保,02,水利,,,NO,2023-06-01,,授权采集,https://market.zzbdex.com/exchange-data-app/2023/06/21/20230621113335A001_微信图片_20230621112953.png
1665622007978991616,0044030517PS010527,全球卫星遥感解译,dataSet,"通过指定的时间范围和地点，选择能够满足业务需求的影像地面分辨率，订购不同类型卫星遥感影像后选择解译服务，提供原始数据和解译结果数据下载。
",,1656635034876235778,深圳市中科天瞳科技有限公司,2023-06-14 10:15:59,10000.0,"08,12,14,21,22","气象信息,遥感信息",,"三农,制造,金融,住建,交通,文旅,时空,政务,零售,医疗,通信,能源,环保,信用,企服,综合,教育",,,,公共数据,17,时空,03,遥感,,,WEEK,2020-01-01,,经营生产,
