uid,registrationDataName,productImage,dataContentIntroduction,industryClassification,dataProvisionMethod,Negotiable,sjType
811c611d6a134bdbb7a33f1ceb4ce458,保定市-居民服务业-保定市婚姻状况评估双人场景化服务产品,defaultProductThumbnail,数据涵盖【婚姻登记信息、离婚登记信息、家庭关系数据、社保缴费信息、信用记录】,5182539c31a811f0a22c0242ac120012,0,面议,预上架
731d8f1bd98e4b7a9a0f647b0b75a76c,保定市-信息技术咨询-保定市拥军爱民评估场景投保核验服务产品,defaultProductThumbnail,数据涵盖【退役军人领域的退役军人优抚政策、就业创业政策等数据，医保领域的医疗保障等数据，社保领域的社会保险、就业等数据，民政领域的优抚、婚姻等数据，卫健领域的医疗资源、健康档案等数据】。,511970e431a811f0a22c0242ac120012,0,面议,预上架
8c299d58925d4d3aaa889eb06980d522,保定市-信息技术咨询-保定市拥军爱民评估场景理赔核验服务产品,defaultProductThumbnail,数据涵盖【退役军人领域的退役军人优抚政策、就业创业政策等数据，医保领域的医疗保障等数据，社保领域的社会保险、就业等数据，民政领域的优抚、婚姻等数据，卫健领域的医疗资源、健康档案等数据】。,511970e431a811f0a22c0242ac120012,0,面议,预上架
b85bfb2ce73c4ccca71d54f5998840fc,保定市-信息技术咨询-保定市科技信贷评估场景贷前评估服务产品,defaultProductThumbnail,定制企业画像，风险评估报告,511970e431a811f0a22c0242ac120012,0,面议,预上架
661eb7ab70704542abc28af91a65bb69,保定市-信息技术咨询-保定市科技信贷评估场景贷中监控服务产品,defaultProductThumbnail,定制企业画像，风险评估报告,511970e431a811f0a22c0242ac120012,0,面议,预上架
dbf12f9180ab45c59b060572ce4a05d8,保定市-信息技术咨询-保定市科技信贷评估场景贷后分析服务产品,defaultProductThumbnail,贷后分析报告：关注信息追踪，执行标的权属、开庭、法拍、知识产权侵权授权等信息梳理等定制话报告服务。,511970e431a811f0a22c0242ac120012,0,面议,预上架
68ae616ad5314c89a39d89c09654c850,保定市-信息技术咨询-保定市拥军爱民评估场景客群分析服务产品,defaultProductThumbnail,数据涵盖【退役军人领域的退役军人优抚政策、就业创业政策等数据，医保领域的医疗保障等数据，社保领域的社会保险、就业等数据，民政领域的优抚、婚姻等数据，卫健领域的医疗资源、健康档案等数据】。,511970e431a811f0a22c0242ac120012,0,面议,预上架
bb822018ab704ee1802a5e375feaee9c,保定市-专业技术服务业-地下管道管网缺陷数据集,defaultProductThumbnail,该数据产品为河北九华勘查测绘有限责任公司在项目生产过程中，利用高分辨率卫星遥感影像数据，将地表划分为建筑、耕地等地物数据集。为国土空间规划、生态保护及可持续城市发展提供精准的地表覆盖信息基础。,5158270831a811f0a22c0242ac120012,2,面议,预上架
85c6777cd350414fbbca4b63c7209d4f,保定市-专业技术服务业- 遥感土地利用分类数据集,defaultProductThumbnail,该数据产品为河北九华勘查测绘有限责任公司在项目生产过程中，利用高分辨率卫星遥感影像数据，将地表划分为建筑、耕地等地物数据集。为国土空间规划、生态保护及可持续城市发展提供精准的地表覆盖信息基础。,5158270831a811f0a22c0242ac120012,2,面议,预上架
788e227eeaa44b7784802835c634c8c0,河北省邢台市柏乡县-道路运输业 -停车数量信息查询,bca93886a18f491c9d5380690b8cb09f,本产品整合了柏乡县全域公共停车场及路侧停车位的基础数据与动态信息。数据维度包含停车场的名称、位置坐标、总泊位数、收费标准及营业时间。同时提供实时剩余车位数量、入场/出场车辆流水记录等动态指标，覆盖柏乡县主要政务中心、商业区及交通枢纽周边停车资源。,50cbc1bd31a811f0a22c0242ac120012,2,面议,预上架
57903cac2d64444eb3bbb6b94639b674,河北省邢台市沙河市-科技推广和应用服务业-deepseek使用情况调查数据集,9e9890cc319c452da0d01b4490df2260,本数据集收录了沙河市deepseek使用情况调查问卷的相关数据，主要内容包括年龄段、学历、大模型知晓情况、AI工具使用情况等。,515f1d0531a811f0a22c0242ac120012,2,面议,预上架
1ce9528bf41f42c8ab599c5a5a14dc76,辛集市-商务服务业-企业信用评级信息接口,defaultProductThumbnail,通过脱敏处理保留“企业-信用等级-评级指标”核心关联信息，结构化整合信用评级结果关键数据，为银行、金融机构、投融资机构及涉企金融服务平台提供多维数据支撑。,514a530f31a811f0a22c0242ac120012,0,面议,预上架
3a6879e73fdd4226a816a20cb8b99a9d,辛集市-道路运输业-道路运输证件查询接口,defaultProductThumbnail,"本数据产品涵盖道路运输证书结构化信息，经合规脱敏处理后，完整保留资质核验所需的关键字段。
",50cbc1bd31a811f0a22c0242ac120012,0,面议,预上架
ee2d494bbeae4dffad4414f18104dc07,邢台市广宗县-金属制品、机械和设备修理业-特种设备涉及企事业单位台账查询,4749f520723a4299b62f0364c91e2fde,本数据主要涉及集中管理146家使用单位的特种设备信息，实时跟踪2295台在用设备和146台停用设备，包括各维护使用单位的基本信息和社会信用代码。,0dcb62a3317811f0a22c0242ac120012,2,面议,预上架
67ce74772f2d48d286fb36cc885bd6b4,河北省邢台市宁晋县-互联网和相关服务-宁晋创新平台信息查询,492b0e25e10f482d88b0c4bbe619449f,可用于了解宁晋县企业技术中心、工程研究中心、工程实验室等创新平台情况。,5112b17f31a811f0a22c0242ac120012,2,面议,预上架
ed5b13506a38433d965b9f2cd5496750,河北省邢台市隆尧县-专业技术服务业-充电基础设施信息查询,257358f2ed144e90b24fe699b63824cb,该数据产品基于邢台市隆尧县全县范围内已建成的公共及专用充电站（桩）的关键信息，涵盖充电设施具体位置、充电桩数量、建设单位等核心字段。公众服务与智慧交通场景，助力智慧城市与绿色出行体系建设。,5158270831a811f0a22c0242ac120012,2,面议,预上架
3d74eb9bbc404eed924cd677fad92acc,河北省廊坊市经济技术开发区-软件和信息技术服务业-热线分析报告,b86c9750502e48b1a5ed7df17272baa2,本产品全面整合廊坊经济技术开发区长期积累的各类民生服务工单记录，运用智能语义分析技术对群众诉求进行自动识别与精准流转，构建起多机构高效联动的处置机制。面向物业服务企业与社区运营单位，该系统能够基于历史案例智能推送同类问题的处理策略，持续优化服务规范与操作流程。同时，也为相关企业开展社会化服务场景中AI大模型的训练与迭代，提供了丰富、真实的语言交互样本与社会化情境数据支持。,511970e431a811f0a22c0242ac120012,0,面议,预上架
32f204b36fb8473289066c3136cb15b3,河北省廊坊市安次区-教育-食安智控,97734bc5cc7d4e34ab7efa93bed0b567,是面向学校后勤管理部门、食药监监督机构的膳食安全监管数据产品。产品依托全链路膳食采集数据，构建从食材采购入库到加工留样的闭环追溯体系，实时监测加工关键指标是否达标，自动生成食安风险预警报告。管理人员可通过可视化看板快速定位风险环节，监管部门可在线核验食安落实情况，从源头保障校园膳食安全。,51978a8231a811f0a22c0242ac120012,0,面议,预上架
7091e07f805747388da4d5349be383c1,邢台市襄都区-生态保护和环境治理业-油烟在线监测平台项目信息查询,99ef55e7ef5145569fbb761231395ec1,油烟在线监测系统的功能主要包括：数据采集与管理、数据统计查询与报表、系统设置与管理、企业信息管理、WEB数据实时发布、系统提供数据库接口、智能手机访问接口功能。餐饮油烟在线监测系统，通过在餐饮企业现场部署监测终端设备，实时监控其油烟排放情况，并将数据同步上传至云端监控平台；打通了监控中心与各个餐饮企业油烟排放监控点之间的网络通道，实现油烟排放超标自动预警。,516cf6b231a811f0a22c0242ac120012,2,面议,预上架
1318cc6fb218476fa03c44f9b36ab2c3,河北省廊坊市三河市-卫生-门诊常见病种-药品消耗关联看板,46e4026af9ed4471a69bccbb59f00829,本产品面向医院门诊药房、医务科、采购部的轻量化数据可视化工具，依托门诊诊断数据与处方发药数据的关联分析，打通“病种-用药”的对应链路，为门诊药品精准备货、库存优化、用药规范管理提供直观的数据支撑。,519ea78231a811f0a22c0242ac120012,0,面议,预上架
8483e97aaaa84556b491420a648e7760,河北省廊坊市大城县-生态保护和环境治理业-环责数据集分表计电数据分析报告,6c3d5c079a584968bdcd7a92a91cd678,根据区域内各个分表显示的企业电量提供保险金融分析报告，为保险公司提供准确客户服务,516cf6b231a811f0a22c0242ac120012,0,面议,预上架
0c48fdff558043cb80f3fe34e4cfa7c2,河北省廊坊市大城县-生态保护和环境治理业-环责数据集环境监测数据分析报告,8c3bcba7529541da801e1d47dd446984,根据区域内企业监测时间、各种污染物质的浓度、氧含量瞬时值提供保险金融分析报告，为保险公司提供准确客户服务,516cf6b231a811f0a22c0242ac120012,0,面议,预上架
a337805731434238a7c5504b00ec9cb8,河北省邢台市清河县-专业技术服务业-充电基础设施信息查询,c1f49df401314c1093e1dd114389f635,用于第三方企业查询当前公共充电桩按照数量、分布位置、日常使用等情况，便于对新建充电桩项目合理分配安装数量与位置，避免资源浪费。,5158270831a811f0a22c0242ac120012,2,面议,预上架
36ade77c456049b1891d047d62a6a20b,河北省邢台市南和县-专业技术服务业-公共充电桩项目信息查询,6124582dadbe49a2a0028453001864a8,对全区建成区和各乡镇、村建设公共充电桩设施，可以对全区充电桩分布情况和使用情况进行查询。,5158270831a811f0a22c0242ac120012,2,面议,预上架
fc4a52e5adb5423a8f25cd8e3b8420c4,河北省廊坊市-居民服务业-燃气网点查询,4f218af9676c49e0b9e161e21d6c0e4b,显示廊坊市燃气公司的营业网点分布信息，包括地址、需求用途、联系电话等，方便用户前往办理燃气相关业务。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
35ab7022047647dbb0f565f296013da9,河北省廊坊市-其他金融业-信鉴智核风控引擎,408a6868ca7e45aab9c525d5850d5911,整合多源数据，构建开放共享的企业信用数据生态，确保数据真实权威覆盖贷前审查、贷中监控、贷后管理等业务场景，满足金融机构全生命周期需求内置信鉴·智核风控引擎，提供清晰的评分依据和风险洞察,5135600b31a811f0a22c0242ac120012,0,面议,预上架
6b615c929fe4423982dc6e26d6fe9dba,河北省廊坊市-居民服务业-驾驶人考试场地查询,d8d8732ec4e94de7ad0774eb6e6e37bf,帮助驾驶人查找廊坊市范围内的机动车驾驶人考试场地的相关信息，包括场地地址、联系电话等，方便考生提前了解考试场地情况，做好考试准备。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
52024553b3d3414380a5caeb87fb4ccd,河北省廊坊市-居民服务业-救助站查询,e1785bf81de04d6593ffb21a6996ceff,提供廊坊市救助站地址、联系电话及救助站床位显示，为有需要的人提供帮助指引。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
207d85b8018f4dc89c8545a477bc8588,河北省廊坊市-居民服务业-市级新闻媒体机构查询,b25da6e6b04c4870a4e5abd88f98e640,提供廊坊市市级新闻媒体机构的相关信息，如报社、广播电视台等媒体的地址、电话等，方便用户了解本地新闻媒体资源，也便于媒体机构与公众之间的沟通和联系。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
40a2c228f825456aa9b080049f420cb7,河北省廊坊市临空经济区-其他金融业-停车推荐服务产品,2c6a262d7d554fcaa97e0f752d1b57f1,对周边公共停车地点、停车频率、停车时长、停车费用、是否有充电桩、充电费用等信息进行综合分析，根据不同需求（例如费用最低、充电最便宜、停车最方便、车位空闲时间段等）为车主提供最优停车方案，提供停车推荐分析报告，为车主停车推荐最优停车方案，提高停车效率，降低停车费用。,5135600b31a811f0a22c0242ac120012,0,面议,预上架
7942937b8b384179b092c995b34b34da,河北省廊坊市-居民服务业-公墓查询,3a38bcdae6d74edda3eaa664078da85b,公墓查询为用户提供廊坊市各公墓的相关信息，如公墓地址、单位简介等，帮助有购墓需求的用户了解公墓情况，选择合适的墓地。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
27488fa8bf2c4383ba95d05a884b95ae,河北省廊坊市-居民服务业-司法鉴定机构查询,60bf36cc24de49bab39403b9b941e501,司法鉴定机构显示廊坊市及各区县的所有的鉴定中心，包括具体位置、联系方式、业务范围等信息，方便用户依据自己所需，选择合适的鉴定中心。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
a22821c56d824ac2ac081a39ced62292,河北省廊坊市文安县-电力、热力生产和供应业-第二产业用电量明细数据集,d666460729e54500855db9d3dd7385a3,企业贷后风险监测数据产品：在取得对应地市电力部门的用电量数据产品运营准入和授权后，聚焦企业贷后关键风险点，依托企业用电数据量异动数据如月度用电量较往期下滑幅度及原因、异常用电的频次增长等，经过脱敏、建模、加工，形成标签化的企业贷后监测数据产品，推送给金融机构应用于企业贷款发放后的风险动态监测、预警信号识别、风险处置辅助决策等业务场景和流程，助力机构及时掌握企业经营恶化信号，提前采取风控措施。,5085be8e31a811f0a22c0242ac120012,0,面议,预上架
bb63547ec8214d0cbaa68b544b133837,河北省廊坊市-居民服务业-服务机构查询,f4c7153cecd4486ba7554ae641d39402,提供廊坊市内退役军人服务中心查询服务，包含地理位置、联系方式和工作时间等内容展示。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
b3800a3967cc44aea7c6ee9e78cd3af9,河北省廊坊市-居民服务业-菜市场查询,d42f9049ba7c46cbacbec9cfb2b944f0,提供廊坊市各菜市场的位置及导航服务，方便居民了解附近的菜市场情况，选择合适的菜市场购买新鲜的食材。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
1a9d0c976fa74beaacfc755bd7a35fde,河北省廊坊市-其他金融业-医保智能风控速核保,2160d455653041d8bc3e7a3d0a90e7dc,"破解核保“黑箱”难题构建可信风控闭环“速核保”是基于医保大数据的智能核保与风险识别系统，连接医保数据端与商保应用端的“智能中枢”。帮助保司管控风险及业务经营稳定性，有效管控保单预期风险、降低出险率及减少预期赔付支出
",5135600b31a811f0a22c0242ac120012,0,面议,预上架
9c6bd229334d4c0a9863283350a7126c,河北省廊坊市-居民服务业-收养登记机关查询,762f380b0cf140e6927165e985fa90e8,收养登记机关查询提供廊坊市收养登记机关的相关信息，包括地址、电话等，为有收养意愿的家庭提供指导和帮助，确保收养行为合法合规。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
db010755e62f4fd787be4b41924f5e77,河北省廊坊市-居民服务业-烈士纪念设施查询,932176cfc47047e3a2e8844eb25d1537,以地图形式展示廊坊市烈士陵园分布，并介绍陵园名称、具体位置、保护管理单位情况等信息。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
ee85129b964d4319b308c44b9355ace2,河北省廊坊市-居民服务业-旅行社查询,06db4471ef884a1899bf3e7e984a2b63,旅行社查询收录廊坊市各旅行社的信息，如旅行社名称、地址、电话、经营范围等，方便游客选择合适的旅行社，为出行提供便利。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
1d3b8e97efa046f9a32fa944b8dd98e8,河北省廊坊市-居民服务业-停车场查询,724829dc7312487998eb73af2f1877c1,停车场功能展示廊坊市内停车场分布，提供用户查找廊坊市内停车场信息功能。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
57e11af7e5af450193f43e60d567e3e1,河北省定州市-教育-教师资格证照信息核验接口,defaultProductThumbnail,该数据产品和服务基于定州市数据和政务服务局权威数据开发形成，具备教师资格证姓名与证书编号精准核验功能，可快速判定信息匹配有效性。,51978a8231a811f0a22c0242ac120012,0,面议,预上架
4d94ca2593354108b764755f67e12cc0,河北省定州市-卫生-护士执业注册证照信息核验接口,2bf16e07a3ef4229a3402f7a5135cc6d,本产品基于定州市数据和政务服务局权威数据开发，提供护士 “姓名 + 执业证书编号” 核验服务，精准校验执业资质有效性，支撑医疗机构、政务平台资质审核，提升医疗用工与政务办理效率。,519ea78231a811f0a22c0242ac120012,0,面议,预上架
ab2e761d2dfa4c408939069efc230e4d,河北省廊坊市-居民服务业-机动车登记服务站查询,443571ad82714143bb7786d1d32016b9,为车主提供机动车登记服务站查询服务，同时提供服务时间和联系方式，方便车主办理车辆登记手续。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
1ee89bdf3b65461ba948838b202cc7b9,河北省廊坊市-居民服务业-文化馆查询,6efcd9bb07864d3fa2bfa2cd09da8659,展示廊坊市内艺术馆和文化馆的相关信息，如地理位置和电话等信息，方便廊坊市内各区县群众对文化和艺术进行了解。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
87fb23f62e8a4767ad35f2a740218a9d,河北省廊坊市临空经济区-其他金融业-车贷服务产品,ecbf73f3ac394345b930680173d4dcf4,根据车辆公共停车地点、停车频率、停车时长等信息，综合判断该车辆的活动范围、活动频率以及车主偏好等情况，输出针对该车辆车险的综合分析报告，为保险公司车险业务拓展提供数据支撑，识别优质或高危车险客户，合理规避车险理赔风险。,5135600b31a811f0a22c0242ac120012,0,面议,预上架
4dbf94fe729845cd858b5a12f811fd0a,河北省廊坊市-居民服务业-医保门诊查询,66e4c882c3e84be6b4e32d075c36dc28,医保门诊提供廊坊市各区县的中医门诊，口腔诊所，社区卫生服务站等地理位置信息，方便用户就是就诊，合理利用医保资源。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
78b769e4e230445ab6f2858ef7a95bc1,河北省廊坊市-居民服务业-出入境网点查询,ca583286c81c48d19ab8a455af885ee8,出入境显示廊坊市内各区县的出入境接待大厅的地理位置信息，为居民提供出入境接待大厅的联系电话和营业时间等功能，方便居民办理出入境相关手续。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
fa11ff4e40ca4d1bb1ce1be301170e84,河北省廊坊市-居民服务业-医保住院机构查询,0a96a2d9da3b4a3b983877c6e218ddf4,医保住院显示廊坊市内享受医保服务的医院和社区卫生服务中心位置信息、联系电话等信息，为用户咨询和就医提供便捷。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
0f767e139b2c45c692d87b17de80bf29,河北省廊坊市-居民服务业-婚姻登记机关查询,9c552f165633453abae8164cdd9b1bac,婚姻登记机关查询帮助用户查找廊坊市各婚姻登记机关的地址、电话，方便准备结婚或离婚的当事人了解相关事宜，顺利办理婚姻登记手续。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
fd6af50c18494eaab5784a95c637c27c,河北省廊坊市-居民服务业-开锁企业查询,2e369c6ad5124720ab811f147042f68b,提供廊坊市正规开锁企业的信息，包括企业名称、地址、联系电话等，方便用户在遇到开锁需求时能找到可靠的开锁服务。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
27105fe8af8e4bdd87d6841903d71f3c,河北省廊坊市-居民服务业-医院查询,51141d9ce46349feaf684344b379f80e,医院查询帮助用户查找廊坊市各类医院的信息，包括医院名称、地址等，方便患者根据自己的病情和需求选择合适的医院就医。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
7ddd948c8d8042de94c4d46fac774d58,河北省廊坊市-居民服务业-公积金网点查询,4b4148e2ce104925a7a213254b2d30e9,显示廊坊市住房公积金管理中心的网点分布信息，包括地址、联系电话等，方便群众前往办理公积金相关业务。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
27e6d497560749639a93df75b9ac1563,河北省廊坊市-居民服务业-犬伤处置门诊查询,9fe300be53c84a49bfed31f6bfbe8d68,提供廊坊市犬伤处置门诊的分布信息，包括门诊地址、联系电话等，方便被犬只咬伤或抓伤的患者及时找到专业的医疗机构进行伤口处理和预防接种。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
0c2867744a56400d87f0b07a83dee0d2,河北省廊坊市-居民服务业-图书馆查询,ed16e82dc1bc40598892754e302a2d67,图书馆查询功能帮助用户查找廊坊市内各区县的图书馆位置信息，提供位置查找、在线电话咨询等服务,5182539c31a811f0a22c0242ac120012,0,面议,预上架
6a99f80c6d3a4055a095a56e4f86d99c,河北省廊坊市-居民服务业-献血站点查询,c01dd6a7f83e412fb8fe430363c1d2aa,献血站点显示廊坊市献血站点的分布信息，包括献血屋地理位置信息、营业时间、联系电话等，方便爱心人士前往献血，为医疗用血提供保障。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
c56cd36c4ee5420ea232439cff9ef445,河北省廊坊市-居民服务业-车管所查询,08f07efdc70f4f49a192244221239805,提供廊坊市及各区县的车管所地理位置信息，及电话咨询和导航服务。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
28994a4207e343c39a9f4e7c42bdc88c,河北省廊坊市-居民服务业-供热网点查询,1627ffab7e224d3abcffbbc6bc539823,显示廊坊市供热公司的供热网点分布信息，包括地址、咨询电话等，方便用户在供热期间遇到问题时能及时联系到相关部门。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
3e385a7cf6764423b82b4b082e19aebe,河北省廊坊市-居民服务业-廊坊不动产网点查询,89fcfe6754e14987b25b9d24ba366595,廊坊不动产提供办事引导、便民服务、互动交流等相关服务模块，方便廊坊市内用户对不动产相关事宜办理。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
3bb29d1c806d488586eeb46015af5f6b,河北省廊坊市临空经济区-其他金融业-停车场选址服务产品,fe8ca04a728f49b7bdce3cdc2f50efde,对周边公共停车地点、停车频率、停车时长、停车费用、是否有充电桩、充电费用等信息进行综合分析，根据不同需求（例如费用最低、充电最便宜、停车最方便、车位空闲时间段等）为车主提供最优停车方案，提供停车推荐分析报告，为车主停车推荐最优停车方案，提高停车效率，降低停车费用。,5135600b31a811f0a22c0242ac120012,0,面议,预上架
a19f5b06edef4bd19ed9d6df4567ada5,河北省廊坊市-居民服务业-景点查询,c87290fb5bef4fedad75dd6386f46923,景点查询帮助用户查找廊坊市的各类旅游景点信息，包括景点名称、地理位置等，方便游客规划旅游行程，选择感兴趣的景点进行游览。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
80f4019efc164cce8c0e1ef392bacf3c,河北省廊坊市-居民服务业-AED位置查询,75b508c3c1c74950a6a5ca877274472d,AED 位置查询帮助用户查找廊坊市公共场所自动体外除颤仪（AED）的放置位置，以便在紧急情况下能够快速获取 AED 进行心脏骤停急救。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
bf16afe44a2d4b7dbb08a889b8e030fb,河北省廊坊市-居民服务业-法律援助中心查询,1e0e0feaad7148f7b4df78b35d10d580,法律援助中心展示廊坊所有的法律援助中心的地理位置、联系电话等信息。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
0260aff454164a279f4aa937235b4503,河北省廊坊市-居民服务业-社会团体查询,c30b6b5420a54bb5a6d65a2a71dfba54,社会团体是展示廊坊市各类社会团体的相关信息，如社团名称、成立时间、宗旨、业务范围、联系方式等，方便公众了解和参与社会团体活动，也便于社团之间的交流与合作。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
44f9142ae8944175bc8701e26d7d8269,河北省廊坊市-居民服务业-养老机构查询,1ab03942837f4b5eb8b2f8cb36418c42,养老机构提供廊坊市各类养老机构的信息，如养老院、老年公寓等地址、服务对象、收费标准、服务内容等，帮助有养老需求的家庭选择合适的养老机构。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
4934408b84604ae5bc67f7e4f498af7f,河北省廊坊市-居民服务业-星级饭店查询,ff624d1fa78345ef994e09fc6ff84654,收录廊坊市各星级饭店的信息，包括饭店名称、酒店名称、地址、电话等，方便用户根据自己的需求选择合适的住宿和餐饮场所。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
d140d3e061064fc4a370af5800fd5689,河北省廊坊市-居民服务业-公厕查询,1ae6906149d04013bc2b0632300cfe62,帮助用户查找廊坊市公共厕所的位置信息，包括具体地址及导航等，方便市民和游客在外出时能快速找到公厕，解决如厕问题。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
977d0b588b12401298228e6e7c2c5cd9,河北省廊坊市-居民服务业-运动健身场所查询,6ad6abb9056841fc84bc1b0a1f0cfd4e,运动健身功能为用户提供廊坊市区健身房地理位置及导航功能，为用户找到合适的健身房带来了便利。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
44ff92cdbb9a4ccabfecaa20ef0ccccb,河北省廊坊市-居民服务业-公交查询,690c3972cf55474eb1b823b1fde1cac0,公交查询功能提供廊坊市公交线路实时信息查询服务。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
32785934d4d249f7b88b68bab506521c,河北省廊坊市-居民服务业-司法所查询,9efe2f406adc4651ae04c56133961d62,司法所查询廊坊市及各区县所有的司法所的位置信息和联系电话。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
db9c8d5561ad45eaa0b056072bfb9db9,河北省廊坊市-居民服务业-公园查询,9b7e4c41f0784b8bbb1fdc56f2655433,公园查询功能帮助用户查找廊坊市内公园信息。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
b9ae6361a2b14a90a228c04ca876f06d,河北省廊坊市-居民服务业-机动车核验机构查询,6b21e886518f4b7b837f92ad735d06e7,机动车核验机构功能提供廊坊市机动车安全技术检测机构查询服务，包括展示营业时间、地理位置信息等。,5182539c31a811f0a22c0242ac120012,0,面议,预上架
